2023-04-25 14:56:07.067 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-25 14:56:07.068 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 08:23:59.118 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 08:23:59.144 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 08:23:59.144 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 08:23:59.145 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:116
2023-04-26 08:23:59.873 LOG_INFO  <Yolov5Detect>total detect time=0.7267 yolov5.cpp:182
2023-04-26 08:25:53.039 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-26 08:25:53.040 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 08:25:53.089 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 08:25:53.090 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:88
2023-04-26 08:26:00.853 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:99
2023-04-26 08:26:00.916 LOG_INFO  <load model>ALL modl load successful! ano_detect_main.cpp:14
2023-04-26 08:26:00.916 LOG_INFO  ----------AnoServer start!----------- ano_detect_main.cpp:19
2023-04-26 08:26:00.916 LOG_INFO  <InitServer> server bind complete! server.cpp:30
2023-04-26 08:26:01.009 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 08:26:01.010 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 08:26:01.011 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 08:26:01.048 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 08:26:01.049 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 08:26:01.050 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 08:26:01.051 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 08:26:01.051 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 08:26:01.052 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 08:26:01.073 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 08:26:01.074 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 08:26:01.074 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:116
2023-04-26 08:26:01.689 LOG_INFO  <Yolov5Detect>total detect time=0.6154 yolov5.cpp:182
2023-04-26 10:27:44.358 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-26 10:27:44.359 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 10:27:44.408 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 10:27:44.409 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:88
2023-04-26 10:27:55.963 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:99
2023-04-26 10:27:56.006 LOG_INFO  <load model>ALL modl load successful! ano_detect_main.cpp:14
2023-04-26 10:27:56.006 LOG_INFO  ----------AnoServer start!----------- ano_detect_main.cpp:19
2023-04-26 10:27:56.006 LOG_INFO  <InitServer> server bind complete! server.cpp:30
2023-04-26 10:27:56.111 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 10:27:56.111 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 10:27:56.111 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 10:27:56.149 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 10:27:56.150 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 10:27:56.150 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 10:27:56.150 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 10:27:56.151 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 10:27:56.153 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 10:27:56.176 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 10:27:56.176 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 10:27:56.177 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:140
2023-04-26 10:27:56.747 LOG_INFO  <Yolov5Detect>total detect time=0.5692 yolov5.cpp:265
2023-04-26 10:28:34.795 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-26 10:28:34.796 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 10:28:34.845 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 10:28:34.847 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:88
2023-04-26 10:28:43.115 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:99
2023-04-26 10:28:43.198 LOG_INFO  <load model>ALL modl load successful! ano_detect_main.cpp:14
2023-04-26 10:28:43.198 LOG_INFO  ----------AnoServer start!----------- ano_detect_main.cpp:19
2023-04-26 10:29:05.121 LOG_INFO  <InitServer> server bind complete! server.cpp:30
2023-04-26 10:29:06.286 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 10:29:06.431 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 10:29:06.791 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 10:29:18.671 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 10:29:18.671 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 10:29:18.674 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 10:29:18.675 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 10:29:18.675 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 10:29:18.675 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 10:29:18.682 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 10:29:18.683 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 10:29:43.211 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:140
2023-04-26 10:32:01.882 LOG_INFO  <Yolov5Detect>total detect time=136.8492 yolov5.cpp:265
2023-04-26 10:42:03.219 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-26 10:42:03.224 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 10:42:03.269 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 10:42:03.270 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:88
2023-04-26 10:42:10.961 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:99
2023-04-26 10:42:10.963 LOG_INFO  <load model>ALL modl load successful! ano_detect_main.cpp:14
2023-04-26 10:42:10.964 LOG_INFO  ----------AnoServer start!----------- ano_detect_main.cpp:19
2023-04-26 10:42:10.965 LOG_INFO  <InitServer> server bind complete! server.cpp:30
2023-04-26 10:42:11.000 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 10:42:11.001 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 10:42:11.001 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 10:42:11.037 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 10:42:11.039 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 10:42:11.039 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 10:42:11.040 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 10:42:11.041 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 10:42:11.045 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 10:42:11.063 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 10:42:11.064 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 10:42:11.065 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:140
2023-04-26 10:42:11.619 LOG_INFO  <Yolov5Detect>total detect time=0.5534 yolov5.cpp:264
2023-04-26 10:42:40.487 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-26 10:42:40.488 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 10:42:40.537 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 10:42:40.538 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:88
2023-04-26 10:42:46.606 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:99
2023-04-26 10:42:46.609 LOG_INFO  <load model>ALL modl load successful! ano_detect_main.cpp:14
2023-04-26 10:42:46.609 LOG_INFO  ----------AnoServer start!----------- ano_detect_main.cpp:19
2023-04-26 10:43:28.750 LOG_INFO  <InitServer> server bind complete! server.cpp:30
2023-04-26 10:43:28.779 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 10:43:28.779 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 10:43:28.780 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 10:43:28.812 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 10:43:28.813 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 10:43:28.814 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 10:43:28.815 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 10:43:28.815 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 10:43:28.816 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 10:43:28.839 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 10:43:28.840 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 10:43:43.790 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:140
2023-04-26 11:23:29.182 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-26 11:23:29.183 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 11:23:29.232 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 11:23:29.233 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:88
2023-04-26 11:23:38.112 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:99
2023-04-26 11:23:38.113 LOG_INFO  <load model>ALL modl load successful! ano_detect_main.cpp:14
2023-04-26 11:23:38.114 LOG_INFO  ----------AnoServer start!----------- ano_detect_main.cpp:19
2023-04-26 11:23:38.114 LOG_INFO  <InitServer> server bind complete! server.cpp:30
2023-04-26 11:23:38.120 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 11:23:38.120 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 11:23:38.121 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 11:23:38.142 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 11:23:38.142 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 11:23:38.143 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 11:23:38.143 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 11:23:38.143 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 11:23:38.143 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 11:23:38.168 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 11:23:38.168 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 11:23:38.168 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:216
2023-04-26 11:23:38.652 LOG_INFO  <Yolov5Detect>total detect time=0.4840 yolov5.cpp:355
2023-04-26 12:47:24.723 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-26 12:47:24.725 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 12:47:24.773 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 12:47:24.774 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:91
2023-04-26 12:47:33.412 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:102
2023-04-26 12:47:33.414 LOG_INFO  <load model>ALL modl load successful! ano_detect_main.cpp:14
2023-04-26 12:47:33.414 LOG_INFO  ----------AnoServer start!----------- ano_detect_main.cpp:19
2023-04-26 12:47:33.414 LOG_INFO  <InitServer> server bind complete! server.cpp:30
2023-04-26 12:47:33.417 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 12:47:33.418 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 12:47:33.418 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 12:47:33.439 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 12:47:33.439 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 12:47:33.439 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 12:47:33.440 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 12:47:33.440 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 12:47:33.440 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 12:47:33.463 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 12:47:33.463 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 12:47:33.464 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:216
2023-04-26 12:47:44.126 LOG_INFO  <Yolov5Detect>total detect time=10.6618 yolov5.cpp:355
2023-04-26 12:51:58.232 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-26 12:51:58.232 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 12:51:58.282 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 12:51:58.282 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:91
2023-04-26 12:52:06.304 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:102
2023-04-26 12:52:06.305 LOG_INFO  <load model>ALL modl load successful! ano_detect_main.cpp:14
2023-04-26 12:52:06.305 LOG_INFO  ----------AnoServer start!----------- ano_detect_main.cpp:19
2023-04-26 12:52:06.305 LOG_INFO  <InitServer> server bind complete! server.cpp:30
2023-04-26 12:52:06.308 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 12:52:06.309 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 12:52:06.309 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 12:52:06.336 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 12:52:06.337 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 12:52:06.337 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 12:52:06.338 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 12:52:06.338 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 12:52:06.339 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 12:52:06.362 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 12:52:06.362 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 12:52:06.362 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:217
2023-04-26 12:52:06.867 LOG_INFO  <Yolov5Detect>total detect time=0.5038 yolov5.cpp:356
2023-04-26 12:52:06.867 LOG_ERROR <Yolov5>Detect finished,is empty yolov5.cpp:420
2023-04-26 12:52:06.868 LOG_INFO  <Recognition> Recognition finished,res=empty server.cpp:241
2023-04-26 12:52:06.868 LOG_INFO  Send Res Img Success! server.cpp:276
2023-04-26 12:52:06.870 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 12:52:06.871 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 12:53:42.645 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 12:53:42.666 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 12:53:42.666 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 12:53:42.667 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 12:53:42.668 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 12:53:42.669 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 12:53:42.670 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 12:53:42.690 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 12:53:42.691 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 12:53:42.692 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:217
2023-04-26 12:53:42.745 LOG_INFO  <Yolov5Detect>total detect time=0.0523 yolov5.cpp:356
2023-04-26 12:53:42.745 LOG_ERROR <Yolov5>Detect finished,is empty yolov5.cpp:420
2023-04-26 12:53:42.746 LOG_INFO  <Recognition> Recognition finished,res=empty server.cpp:241
2023-04-26 12:53:42.746 LOG_INFO  Send Res Img Success! server.cpp:276
2023-04-26 12:53:42.746 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 12:53:42.746 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 12:53:46.147 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 12:53:46.167 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 12:53:46.167 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 12:53:46.168 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 12:53:46.169 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 12:53:46.170 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 12:53:46.171 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 12:53:46.190 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 12:53:46.190 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 12:53:46.190 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:217
2023-04-26 12:53:46.225 LOG_INFO  <Yolov5Detect>total detect time=0.0348 yolov5.cpp:356
2023-04-26 12:53:46.226 LOG_ERROR <Yolov5>Detect finished,is empty yolov5.cpp:420
2023-04-26 12:53:46.227 LOG_INFO  <Recognition> Recognition finished,res=empty server.cpp:241
2023-04-26 12:53:46.228 LOG_INFO  Send Res Img Success! server.cpp:276
2023-04-26 12:53:46.228 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 12:53:46.229 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 12:54:01.994 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-26 12:54:01.994 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 12:54:02.044 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 12:54:02.045 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:91
2023-04-26 12:54:02.045 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:102
2023-04-26 12:54:02.046 LOG_INFO  <load model>ALL modl load successful! ano_detect_main.cpp:14
2023-04-26 12:54:02.047 LOG_INFO  ----------AnoServer start!----------- ano_detect_main.cpp:19
2023-04-26 12:54:02.047 LOG_INFO  <InitServer> server bind complete! server.cpp:30
2023-04-26 12:54:02.049 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 12:54:02.050 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 12:54:02.051 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 12:54:02.068 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 12:54:02.069 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 12:54:02.070 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 12:54:02.071 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 12:54:02.072 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 12:54:02.072 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 12:54:02.095 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 12:54:02.096 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 12:54:02.096 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:217
2023-04-26 12:54:40.065 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-26 12:54:40.065 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 12:54:40.115 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 12:54:40.115 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:91
2023-04-26 12:54:40.116 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:102
2023-04-26 12:54:40.116 LOG_INFO  <load model>ALL modl load successful! ano_detect_main.cpp:14
2023-04-26 12:54:40.117 LOG_INFO  ----------AnoServer start!----------- ano_detect_main.cpp:19
2023-04-26 12:54:40.118 LOG_INFO  <InitServer> server bind complete! server.cpp:30
2023-04-26 12:54:40.119 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 12:54:40.120 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 12:55:52.670 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 12:55:52.690 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 12:55:52.690 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 12:55:52.691 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 12:55:52.693 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 12:55:52.694 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 12:55:52.695 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 12:55:52.717 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 12:55:52.717 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 12:55:52.718 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:217
2023-04-26 12:55:58.997 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-26 12:55:58.998 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 12:55:59.047 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 12:55:59.048 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:91
2023-04-26 12:56:05.693 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:102
2023-04-26 12:56:05.694 LOG_INFO  <load model>ALL modl load successful! ano_detect_main.cpp:14
2023-04-26 12:56:05.695 LOG_INFO  ----------AnoServer start!----------- ano_detect_main.cpp:19
2023-04-26 12:56:05.696 LOG_INFO  <InitServer> server bind complete! server.cpp:30
2023-04-26 12:56:05.697 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 12:56:05.698 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 12:56:05.699 LOG_INFO  <AnoServer> Server accept complete! server.cpp:200
2023-04-26 12:56:05.717 LOG_INFO  <RecvInfo>recvInfo cols=720 server.cpp:86
2023-04-26 12:56:05.718 LOG_INFO  <RecvInfo>recvInfo rows=960 server.cpp:87
2023-04-26 12:56:05.718 LOG_INFO  <RecvInfo>recvInfo channels=3 server.cpp:88
2023-04-26 12:56:05.719 LOG_INFO  <RecvInfo>recvInfo status=ok server.cpp:89
2023-04-26 12:56:05.719 LOG_INFO  <RecvInfo>recvInfo file_path=demo/sly.jpg server.cpp:90
2023-04-26 12:56:05.719 LOG_INFO  <RecvInfo>recvInfo ano_type=GroundWater server.cpp:91
2023-04-26 12:56:05.742 LOG_INFO  <AnoServer> recv image successful! server.cpp:224
2023-04-26 12:56:05.742 LOG_INFO  <Recognition> start Recognition,Ano_type=FBGW server.cpp:237
2023-04-26 12:56:05.743 LOG_INFO  <Yolov5Detect>recognition type=1 yolov5.cpp:217
2023-04-26 12:56:06.061 LOG_INFO  <Yolov5Detect>total detect time=0.3178 yolov5.cpp:356
2023-04-26 12:56:06.062 LOG_ERROR <Yolov5>Detect finished,is empty yolov5.cpp:420
2023-04-26 12:56:06.063 LOG_INFO  <Recognition> Recognition finished,res=empty server.cpp:241
2023-04-26 12:56:06.063 LOG_INFO  Send Res Img Success! server.cpp:276
2023-04-26 12:56:06.064 LOG_INFO  <AnoServer> Server Start Listening ... server.cpp:193
2023-04-26 12:56:06.064 LOG_INFO  ==============Connect2Client============== server.cpp:48
2023-04-26 13:14:49.624 LOG_ALARM -----------------  logr4z thread started!  ---------------------------- Logr.cpp:1725
2023-04-26 13:14:49.628 LOG_ALARM logrger id=0 key=Main name=Main path=./log/ level=0 display=true Logr.cpp:1735
2023-04-26 13:14:49.674 LOG_INFO  ----------load model!----------- ano_detect_main.cpp:10
2023-04-26 13:14:49.677 LOG_INFO  <load model>load GroundWater model DeepNet.cpp:91
2023-04-26 13:14:58.429 LOG_INFO  <load model>load GroundWater model successful! DeepNet.cpp:102
